"GenusSpecies","DispersalDistance","DispersalDistance_Unit","DispersalDistance_ObservationType","DispersalDistance_MeasurementType","DispersalDistance_Database","DispersalFrequency","DispersalFrequency_Unit","DispersalFrequency_MeasurementType","DispersalFrequency_Database","MaxDispersalDistanceKm","MaxDispersalDistance_Database","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","DispersalFrequencyY","PotentialDispersalRateKmY"
"Larus canus",1.6,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",84.4,"Jenkins et al. 2007",16.6,5,2,42.2
"Larus canus",4.731,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",84.4,"Jenkins et al. 2007",16.6,5,2,42.2
"Larus delawarensis",98,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",700,"Sutherland (birds)",98,5,2,350
"Larus delawarensis",700,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",700,"Sutherland (birds)",98,5,2,350
"Larus delawarensis",7e+05,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",700,"Sutherland (birds)",98,5,2,350
"Larus delawarensis",44.49501531,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",700,"Sutherland (birds)",98,5,2,350
"Larus delawarensis",72.4256309,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",700,"Sutherland (birds)",98,5,2,350
"Larus fuscus",202000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",1460,"days","AgeAtMaturity","AnAge",202,"Jenkins et al. 2007",28.2,5,4,50.5
"Larus fuscus",38.2,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",1460,"days","AgeAtMaturity","AnAge",202,"Jenkins et al. 2007",28.2,5,4,50.5
"Larus fuscus",28.2,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",1460,"days","AgeAtMaturity","AnAge",202,"Jenkins et al. 2007",28.2,5,4,50.5
"Larus fuscus",12.805,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",1460,"days","AgeAtMaturity","AnAge",202,"Jenkins et al. 2007",28.2,5,4,50.5
"Larus fuscus",2.384,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",1460,"days","AgeAtMaturity","AnAge",202,"Jenkins et al. 2007",28.2,5,4,50.5
"Larus glaucescens",100,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",2008.875,"days","AgeAtMaturity","Amniota",400,"Sutherland (birds)",400,3,6,66.6666666666667
"Larus glaucescens",400,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",2008.875,"days","AgeAtMaturity","Amniota",400,"Sutherland (birds)",400,3,6,66.6666666666667
"Larus glaucescens",4e+05,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",2008.875,"days","AgeAtMaturity","Amniota",400,"Sutherland (birds)",400,3,6,66.6666666666667
"Larus marinus",63.44164287,"km","natal dispersal","MeanDispersalDistance","Chu 2021",1639.436,"days","AgeAtMaturity","Amniota",192.3472204,"Chu 2021",127.894431635,2,5,38.46944408
"Larus marinus",192.3472204,"km","natal dispersal","MeanDispersalDistance","Chu 2021",1639.436,"days","AgeAtMaturity","Amniota",192.3472204,"Chu 2021",127.894431635,2,5,38.46944408
"Lathyrus vernus",1.5,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0015,"Tamme et al. 2014",0.0015,2,1,0.0015
"Lathyrus vernus",1.5,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0015,"Tamme et al. 2014",0.0015,2,1,0.0015
"Leontodon hispidus",0.13,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00083,"Tamme et al. 2014",0.00048,2,1,0.00083
"Leontodon hispidus",0.83,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00083,"Tamme et al. 2014",0.00048,2,1,0.00083
"Lepidium campestre",0.905506678,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.002,"Flores et al. 2013",0.001452753339,2,1,0.002
"Lepidium campestre",2,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.002,"Flores et al. 2013",0.001452753339,2,1,0.002
"Lepus americanus",20.1,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",259.435506,"days","AgeAtMaturity","Amniota",20.1,"Sutherland (mammals)",20.1,2,1,20.1
"Lepus americanus",20100,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",259.435506,"days","AgeAtMaturity","Amniota",20.1,"Sutherland (mammals)",20.1,2,1,20.1
"Leucanthemum vulgare",0.08,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00042,"Tamme et al. 2014",0.00025,2,1,0.00042
"Leucanthemum vulgare",0.42,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00042,"Tamme et al. 2014",0.00025,2,1,0.00042
"Linaria cannabina",22000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",22,"Jenkins et al. 2007",3.5,5,1,22
"Linaria cannabina",3.5,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",22,"Jenkins et al. 2007",3.5,5,1,22
"Linaria cannabina",4.4,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",22,"Jenkins et al. 2007",3.5,5,1,22
"Linaria cannabina",0.393,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",22,"Jenkins et al. 2007",3.5,5,1,22
"Linaria cannabina",0.694,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",22,"Jenkins et al. 2007",3.5,5,1,22
"Linaria vulgaris",0.2,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0015,"Flores et al. 2013",0.000935,4,1,0.0015
"Linaria vulgaris",1.37,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0015,"Flores et al. 2013",0.000935,4,1,0.0015
"Linaria vulgaris",0.5,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0015,"Flores et al. 2013",0.000935,4,1,0.0015
"Linaria vulgaris",1.5,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0015,"Flores et al. 2013",0.000935,4,1,0.0015
"Linum catharticum",0.63,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00063,"Tamme et al. 2014",0.00041,5,1,0.00063
"Linum catharticum",0.02,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00063,"Tamme et al. 2014",0.00041,5,1,0.00063
"Linum catharticum",0.13,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00063,"Tamme et al. 2014",0.00041,5,1,0.00063
"Linum catharticum",0.41,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00063,"Tamme et al. 2014",0.00041,5,1,0.00063
"Linum catharticum",0.63,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00063,"Tamme et al. 2014",0.00041,5,1,0.00063
"Lissotriton vulgaris",182,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",0.182,"Jenkins et al. 2007",0.182,1,2,0.091
"Lophodytes cucullatus",5.6,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",726.936,"days","AgeAtMaturity","Amniota",5.6,"Sutherland (birds)",5.6,2,2,2.8
"Lophodytes cucullatus",5600,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",726.936,"days","AgeAtMaturity","Amniota",5.6,"Sutherland (birds)",5.6,2,2,2.8
"Lunaria annua",0.07,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",24,"weeks","AgeAtMaturity","TRY",0.00033,"Tamme et al. 2014",2e-04,2,1,0.00033
"Lunaria annua",0.33,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",24,"weeks","AgeAtMaturity","TRY",0.00033,"Tamme et al. 2014",2e-04,2,1,0.00033
"Luzula campestris",0.02,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",7e-05,"Tamme et al. 2014",4.5e-05,2,1,7e-05
"Luzula campestris",0.07,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",7e-05,"Tamme et al. 2014",4.5e-05,2,1,7e-05
"Lythrum salicaria",0.17,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00101,"Tamme et al. 2014",0.00059,2,1,0.00101
"Lythrum salicaria",1.01,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00101,"Tamme et al. 2014",0.00059,2,1,0.00101
"Marmota flaviventris",1.4,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",730,"days","AgeAtMaturity","AnAge",1.4,"Sutherland (mammals)",1.4,2,2,0.7
"Marmota flaviventris",1400,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",1.4,"Sutherland (mammals)",1.4,2,2,0.7
"Matricaria discoidea",0.02,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",7.5e-05,2,1,0.00013
"Matricaria discoidea",0.13,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",7.5e-05,2,1,0.00013
"Megascops asio",10.7,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",159,"Jenkins et al. 2007",158.5,3,1,159
"Megascops asio",158.5,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",159,"Jenkins et al. 2007",158.5,3,1,159
"Megascops asio",159000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",159,"Jenkins et al. 2007",158.5,3,1,159
"Meleagris gallopavo",48,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",304,"days","AgeAtMaturity","AnAge",48,"Sutherland (birds)",48,2,1,48
"Meleagris gallopavo",48000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",304,"days","AgeAtMaturity","AnAge",48,"Sutherland (birds)",48,2,1,48
"Melilotus officinalis",0.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00024,"Tamme et al. 2014",0.000145,2,1,0.00024
"Melilotus officinalis",0.24,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00024,"Tamme et al. 2014",0.000145,2,1,0.00024
"Melospiza melodia",0.2,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",13.2,"Sutherland (birds)",13.2,3,1,13.2
"Melospiza melodia",13.2,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",13.2,"Sutherland (birds)",13.2,3,1,13.2
"Melospiza melodia",13200,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",13.2,"Sutherland (birds)",13.2,3,1,13.2
"Mercurialis annua",2.9,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.014,"Tamme et al. 2014",0.0034,6,1,0.014
"Mercurialis annua",14,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.014,"Tamme et al. 2014",0.0034,6,1,0.014
"Mercurialis annua",3.4,"m","seed dispersal","ModeDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.014,"Tamme et al. 2014",0.0034,6,1,0.014
"Mercurialis annua",2.9,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.014,"Tamme et al. 2014",0.0034,6,1,0.014
"Mercurialis annua",3.4,"m","seed dispersal","MeanDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.014,"Tamme et al. 2014",0.0034,6,1,0.014
"Mercurialis annua",14,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.014,"Tamme et al. 2014",0.0034,6,1,0.014
"Mercurialis perennis",4,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.004,"Tamme et al. 2014",0.004,3,1,0.004
"Mercurialis perennis",4,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.004,"Tamme et al. 2014",0.004,3,1,0.004
"Mercurialis perennis",0.89,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.004,"Tamme et al. 2014",0.004,3,1,0.004
"Mergus merganser",0.668806371,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",0.668806371,"Chu 2021",0.668806371,2,2,0.3344031855
"Mergus merganser",0.668806371,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",0.668806371,"Chu 2021",0.668806371,2,2,0.3344031855
"Microtus oeconomus",0.75,"km","natal dispersal","MedianDispersalDistance","Sutherland (mammals)",30,"days","AgeAtMaturity","AnAge",1,"Sutherland (mammals)",1,3,1,1
"Microtus oeconomus",1,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",30,"days","AgeAtMaturity","AnAge",1,"Sutherland (mammals)",1,3,1,1
"Microtus oeconomus",1000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",30,"days","AgeAtMaturity","AnAge",1,"Sutherland (mammals)",1,3,1,1
"Molothrus ater",40,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",40,"Sutherland (birds)",40,2,1,40
"Molothrus ater",40000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",40,"Sutherland (birds)",40,2,1,40
"Morus bassanus",2715.280848,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",2715.280848,"Chu 2021",2715.280848,2,2,1357.640424
"Morus bassanus",2715.280848,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",2715.280848,"Chu 2021",2715.280848,2,2,1357.640424
"Motacilla alba",100,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",100,"Sutherland (birds)",12.05,6,1,100
"Motacilla alba",1e+05,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",100,"Sutherland (birds)",12.05,6,1,100
"Motacilla alba",8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",100,"Sutherland (birds)",12.05,6,1,100
"Motacilla alba",16.1,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",100,"Sutherland (birds)",12.05,6,1,100
"Motacilla alba",0.892,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",100,"Sutherland (birds)",12.05,6,1,100
"Motacilla alba",5.164,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",100,"Sutherland (birds)",12.05,6,1,100
"Motacilla cinerea",85600,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",85.6,"Jenkins et al. 2007",26.6,3,1,85.6
"Motacilla cinerea",26.6,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",85.6,"Jenkins et al. 2007",26.6,3,1,85.6
"Motacilla cinerea",15.802,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",85.6,"Jenkins et al. 2007",26.6,3,1,85.6
"Motacilla flava",35500,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",35.5,"Jenkins et al. 2007",4.948,5,1,35.5
"Motacilla flava",3,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.5,"Jenkins et al. 2007",4.948,5,1,35.5
"Motacilla flava",12.5,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.5,"Jenkins et al. 2007",4.948,5,1,35.5
"Motacilla flava",0.715,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.5,"Jenkins et al. 2007",4.948,5,1,35.5
"Motacilla flava",4.948,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.5,"Jenkins et al. 2007",4.948,5,1,35.5
"Muscicapa striata",48000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",48,"Jenkins et al. 2007",5.9,5,1,48
"Muscicapa striata",5.9,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",48,"Jenkins et al. 2007",5.9,5,1,48
"Muscicapa striata",12.8,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",48,"Jenkins et al. 2007",5.9,5,1,48
"Muscicapa striata",0.796,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",48,"Jenkins et al. 2007",5.9,5,1,48
"Muscicapa striata",3.377,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",48,"Jenkins et al. 2007",5.9,5,1,48
"Mycteria americana",136.0793304,"km","natal dispersal","MeanDispersalDistance","Chu 2021",1460,"days","AgeAtMaturity","AnAge",216.3025324,"Chu 2021",176.1909314,2,4,54.0756331
"Mycteria americana",216.3025324,"km","natal dispersal","MeanDispersalDistance","Chu 2021",1460,"days","AgeAtMaturity","AnAge",216.3025324,"Chu 2021",176.1909314,2,4,54.0756331
"Myiarchus cinerascens",9.323680713,"km","natal dispersal","MeanDispersalDistance","Chu 2021",363.468,"days","AgeAtMaturity","Amniota",9.323680713,"Chu 2021",9.323680713,2,1,9.323680713
"Myiarchus cinerascens",9.323680713,"km","natal dispersal","MeanDispersalDistance","Chu 2021",363.468,"days","AgeAtMaturity","Amniota",9.323680713,"Chu 2021",9.323680713,2,1,9.323680713
"Myosotis arvensis",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00019,"Tamme et al. 2014",0.00011,2,1,0.00019
"Myosotis arvensis",0.19,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00019,"Tamme et al. 2014",0.00011,2,1,0.00019
"Myosotis scorpioides",0.02,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00012,"Tamme et al. 2014",7e-05,2,1,0.00012
"Myosotis scorpioides",0.12,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00012,"Tamme et al. 2014",7e-05,2,1,0.00012
"Myrrhis odorata",2,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.001325,2,1,0.002
"Myrrhis odorata",0.65,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.001325,2,1,0.002
"Nannopterum auritus",14.79527806,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",109.9590126,"Chu 2021",62.37714533,2,2,54.9795063
"Nannopterum auritus",109.9590126,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",109.9590126,"Chu 2021",62.37714533,2,2,54.9795063
"Narthecium ossifragum",0.12,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00087,"Tamme et al. 2014",0.000495,2,1,0.00087
"Narthecium ossifragum",0.87,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00087,"Tamme et al. 2014",0.000495,2,1,0.00087
"Natrix natrix",114,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",1277.875,"days","AgeAtMaturity","Amniota",0.114,"Jenkins et al. 2007",0.114,1,4,0.0285
"Neotoma cinerea",2.2,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",353,"days","AgeAtMaturity","AnAge",2.2,"Sutherland (mammals)",2.2,2,1,2.2
"Neotoma cinerea",2200,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",353,"days","AgeAtMaturity","AnAge",2.2,"Sutherland (mammals)",2.2,2,1,2.2
"Nepeta cataria",0.06,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00031,"Tamme et al. 2014",0.000185,2,1,0.00031
"Nepeta cataria",0.31,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00031,"Tamme et al. 2014",0.000185,2,1,0.00031
"Numenius phaeopus",1.63,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",728.468,"days","AgeAtMaturity","Amniota",6.909362073,"Chu 2021",4.2696810365,4,2,3.4546810365
"Numenius phaeopus",1630,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",728.468,"days","AgeAtMaturity","Amniota",6.909362073,"Chu 2021",4.2696810365,4,2,3.4546810365
"Numenius phaeopus",6.909362073,"km","natal dispersal","SingleObservation","Chu 2021",728.468,"days","AgeAtMaturity","Amniota",6.909362073,"Chu 2021",4.2696810365,4,2,3.4546810365
"Numenius phaeopus",6.909362073,"km","natal dispersal","SingleObservation","Chu 2021",728.468,"days","AgeAtMaturity","Amniota",6.909362073,"Chu 2021",4.2696810365,4,2,3.4546810365
"Nycticorax nycticorax",6.291541836,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",8.309647072,"Chu 2021",7.300594454,2,1,8.309647072
"Nycticorax nycticorax",8.309647072,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",8.309647072,"Chu 2021",7.300594454,2,1,8.309647072
"Ochotona princeps",0.09,"km","natal dispersal","MedianDispersalDistance","Sutherland (mammals)",347,"days","AgeAtMaturity","AnAge",0.396,"Sutherland (mammals)",0.396,3,1,0.396
"Ochotona princeps",0.396,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",347,"days","AgeAtMaturity","AnAge",0.396,"Sutherland (mammals)",0.396,3,1,0.396
"Ochotona princeps",396,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",347,"days","AgeAtMaturity","AnAge",0.396,"Sutherland (mammals)",0.396,3,1,0.396
"Odontites vernus",0.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00026,"Tamme et al. 2014",0.000155,2,1,0.00026
"Odontites vernus",0.26,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00026,"Tamme et al. 2014",0.000155,2,1,0.00026
"Oenanthe oenanthe",95600,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenanthe oenanthe",17.2,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenanthe oenanthe",18.9,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenanthe oenanthe",0.623,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenanthe oenanthe",2.353,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",95.6,"Jenkins et al. 2007",17.2,5,1,95.6
"Oenothera biennis",5,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",1.83,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",1.83,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",0.15,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",0.98,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Oenothera biennis",5,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.005,"Tamme et al. 2014",0.00183,6,1,0.005
"Otospermophilus beecheyi",1.44,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",359.0288,"days","AgeAtMaturity","Amniota",1.44,"Sutherland (mammals)",1.44,3,1,1.44
