LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Kühn	Ingolf	4	BiolFlor Database	Veronica opaca	56264	Veronica opaca	637106	3079878	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Veronica opaca	56264	Veronica opaca	637106	3079879			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Veronica peregrina	56267	Veronica peregrina	637107	3079880	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Veronica peregrina	56267	Veronica peregrina	637107	3079881			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Veronica polita	56270	Veronica polita	637108	3079882	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Veronica polita	56270	Veronica polita	637108	3079883			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Vicia ervilia	56365	Vicia ervilia	637109	3079884	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Vicia ervilia	56365	Vicia ervilia	637109	3079885			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Viola arvensis	56491	Viola arvensis	637110	3079886	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Viola arvensis	56491	Viola arvensis	637110	3079887			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Viola kitaibeliana	56531	Viola kitaibeliana	637111	3079888	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Viola kitaibeliana	56531	Viola kitaibeliana	637111	3079889			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Vulpia bromoides	56829	Vulpia bromoides	637112	3079890	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Vulpia bromoides	56829	Vulpia bromoides	637112	3079891			113	Reference / source	Reference	Auquier, P., Stace, C.A. 1980 Variation in flowering behaviour in Vulpia (Poaceae) Plant System ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		317	
Kühn	Ingolf	4	BiolFlor Database	Vulpia ciliata	56830	Vulpia ciliata	637113	3079892	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Vulpia ciliata	56830	Vulpia ciliata	637113	3079893			113	Reference / source	Reference	Auquier, P., Stace, C.A. 1980 Variation in flowering behaviour in Vulpia (Poaceae) Plant System ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		317	
Kühn	Ingolf	4	BiolFlor Database	Vulpia myuros	56838	Vulpia myuros	637114	3079894	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Vulpia myuros	56838	Vulpia myuros	637114	3079895			113	Reference / source	Reference	Auquier, P., Stace, C.A. 1980 Variation in flowering behaviour in Vulpia (Poaceae) Plant System ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		317	
Kühn	Ingolf	4	BiolFlor Database	Persicaria scabra	41191	Persicaria lapathifolia	637115	3079896	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	autogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Persicaria scabra	41191	Persicaria lapathifolia	637115	3079897			113	Reference / source	Reference	Wisskirchen, R. 1991 Zur Biologie und Variabilität von Polygonum lapathifolium L. Flora 185:267-295											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		9283	
Kühn	Ingolf	4	BiolFlor Database	Dryopteris filix-mas	19413	Dryopteris filix-mas	637116	3079898	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	automixis											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Dryopteris filix-mas	19413	Dryopteris filix-mas	637116	3079899			113	Reference / source	Reference	Korpelainen, H. 1996 Intragametophytic selfing does not reduce reproduction in Dryopteris filix ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		4563	
Kühn	Ingolf	4	BiolFlor Database	Asplenium ruta-muraria	5690	Asplenium ruta-muraria	637117	3079900	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	automixis											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Asplenium ruta-muraria	5690	Asplenium ruta-muraria	637117	3079901			113	Reference / source	Reference	Schneller, J.J., Holderegger, R. 1996 Genetic variation in small, isolated fern populations Jou ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		7520	
Kühn	Ingolf	4	BiolFlor Database	Asplenium septentrionale	5695	Asplenium septentrionale	637118	3079902	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	automixis											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Asplenium septentrionale	5695	Asplenium septentrionale	637118	3079903			113	Reference / source	Reference	Suter, M., Schneller, J.J., Vogel, J.C. 2000 Investigations into the genetic variation, populat ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		8145	
Kühn	Ingolf	4	BiolFlor Database	Asplenium trichomanes	5703	Asplenium trichomanes	637119	3079904	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	automixis											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Asplenium trichomanes	5703	Asplenium trichomanes	637119	3079905			113	Reference / source	Reference	Suter, M., Schneller, J.J., Vogel, J.C. 2000 Investigations into the genetic variation, populat ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		8145	
Kühn	Ingolf	4	BiolFlor Database	Ophioglossum vulgatum	39048	Ophioglossum vulgatum	637120	3079906	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	automixis											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Ophioglossum vulgatum	39048	Ophioglossum vulgatum	637120	3079907			113	Reference / source	Reference	McMaster, R.T. 1994 Ecology, reproductive ecology and population genetics of Ophioglossum vulga ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		5456	
Kühn	Ingolf	4	BiolFlor Database	Consolida regalis	419739	Delphinium consolida	637121	3079908	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Consolida regalis	419739	Delphinium consolida	637121	3079909			113	Reference / source	Reference	Hong, D.Y. 1986 Biosystematic observations on 5 species of Consolida (Ranunulaceae) Acta Botani ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		3749	
Kühn	Ingolf	4	BiolFlor Database	Convallaria majalis	14240	Convallaria majalis	637122	3079910	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Convallaria majalis	14240	Convallaria majalis	637122	3079911			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Convolvulus arvensis	14244	Convolvulus arvensis	637123	3079912	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Convolvulus arvensis	14244	Convolvulus arvensis	637123	3079913			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Cornus alba	14553	Cornus alba	637124	3079914	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Cornus alba	14553	Cornus alba	637124	3079915			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Cornus sericea	14597	Cornus sericea	637125	3079916	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Cornus sericea	14597	Cornus sericea	637125	3079917			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Hippocrepis emerus	29209	Hippocrepis emerus	637126	3079918	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Hippocrepis emerus	29209	Hippocrepis emerus	637126	3079919			113	Reference / source	Reference	Lönn, M., Prentice, H.C. 1995 The structure of allozyme and leaf shape variation in isolated, r ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		5049	
Kühn	Ingolf	4	BiolFlor Database	Securigera varia	49348	Securigera varia	637127	3079920	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Securigera varia	49348	Securigera varia	637127	3079921			113	Reference / source	Reference	McGregor, S.E. 1976 Insect pollination of cultivated crop plants USDA, updated regularly at htt ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		5439	
Kühn	Ingolf	4	BiolFlor Database	Cortusa matthioli	14664	Cortusa matthioli	637128	3079922	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Cortusa matthioli	14664	Cortusa matthioli	637128	3079923			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Corydalis cava	14674	Corydalis cava	637129	3079924	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Corydalis cava	14674	Corydalis cava	637129	3079925			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Corydalis intermedia	14676	Corydalis intermedia	637130	3079926	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Corydalis intermedia	14676	Corydalis intermedia	637130	3079927			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Corydalis pumila	14678	Corydalis pumila	637131	3079928	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Corydalis pumila	14678	Corydalis pumila	637131	3079929			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Corydalis solida	14680	Corydalis solida	637132	3079930	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Corydalis solida	14680	Corydalis solida	637132	3079931			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Corylus avellana	14688	Corylus avellana	637133	3079932	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Corylus avellana	14688	Corylus avellana	637133	3079933			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Cosmos bipinnatus	14768	Cosmos bipinnatus	637134	3079934	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Cosmos bipinnatus	14768	Cosmos bipinnatus	637134	3079935			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Cotinus coggygria	14789	Cotinus coggygria	637135	3079936	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Cotinus coggygria	14789	Cotinus coggygria	637135	3079937			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Crepis capillaris	15174	Crepis capillaris	637136	3079938	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Crepis capillaris	15174	Crepis capillaris	637136	3079939			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Crepis foetida	15177	Crepis foetida	637137	3079940	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Crepis foetida	15177	Crepis foetida	637137	3079941			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Crepis paludosa	15190	Crepis paludosa	637138	3079942	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Crepis paludosa	15190	Crepis paludosa	637138	3079943			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Crocus vernus	15247	Crocus vernus	637139	3079944	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Crocus vernus	15247	Crocus vernus	637139	3079945			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Cryptogramma crispa	15784	Cryptogramma crispa	637140	3079946	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Cryptogramma crispa	15784	Cryptogramma crispa	637140	3079947			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Cyclamen purpurascens	16117	Cyclamen purpurascens	637141	3079948	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Cyclamen purpurascens	16117	Cyclamen purpurascens	637141	3079949			113	Reference / source	Reference	Anmerkung 2002 xenogam, da SI											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 xenogam, da SI	
Kühn	Ingolf	4	BiolFlor Database	Cydonia oblonga	16158	Cydonia oblonga	637142	3079950	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Cydonia oblonga	16158	Cydonia oblonga	637142	3079951			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
Kühn	Ingolf	4	BiolFlor Database	Cynosurus cristatus	16337	Cynosurus cristatus	637143	3079952	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	allogamous											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Cynosurus cristatus	16337	Cynosurus cristatus	637143	3079953			113	Reference / source	Reference	Fryxell, P.M. 1957 Modes of reproduction of higher plants The Botanical Review 23:135-233											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		2761	
