"ID","mean_cv_studylevel","sd_cv_studylevel","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","Eco","Type","Param","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName_checked","scientificName","cv_res","species_studyid","cv_type","mean_cv_sppspecific","sd_cv_sppspecific","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","MaxDispersalDistanceKm","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","MedianDispersalPotentialKmY","ShiftKmY","ClimVeloTKmY_study","ClimVeloTKmY_spp","LimitingRate","what_is_limiting","colour","range_source","Area_m2_ID","Area_m2_range","Area_km2_range","BodySize"
"A17_P1",0.0630168245705464,1.4562176296304,"A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.43,490.15,2668.91,0,2668.91,176,"New York State",NA,"Ter","LAT","LE","Troglodytes_aedon","Troglodytes_aedon","Troglodytes_aedon","Animalia","Chordata","Aves","Troglodytidae","GBIF:5231459","Find_Sci_Names","-0.5","km","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-0.0238,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10 most northerly cells","Mean of extremes","Troglodytes aedon","Troglodytes aedon","25km","Troglodytes aedon_A17_P1","mat_gVelLat_25km",0.0329490478106013,1.25208416101992,"Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",147.4331741,"SingleObservation","km","Chu 2021",NA,"Aves","Unknown","natal dispersal",147.4331741,147.4331741,2,365,1,147.4331741,147.4331741,-0.0238,0.0630168245705464,0.0329490478106013,0.0329490478106013,"Climate",0.0329490478106013,"BOTW",126379430226.706,28997428719591.9,28997428.7195919,20.1
"A17_P1",0.0630168245705464,1.4562176296304,"A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.43,490.15,2668.91,0,2668.91,176,"New York State",NA,"Ter","LAT","LE","Vireo_griseus","Vireo_griseus","Vireo_griseus","Animalia","Chordata","Aves","Vireonidae","GBIF:2487413","Find_Sci_Names","-64","km","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-3.0476,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10 most northerly cells","Mean of extremes","Vireo griseus","Vireo griseus","25km","Vireo griseus_A17_P1","mat_gVelLat_25km",1.05293315653576,0.872736414473172,"Passeriformes","natal dispersal","Hopp et al. (1995)","Natal_dispersal_maximum_distance_(km)",20,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",20,20,2,364.234,1,20,20,-3.0476,0.0630168245705464,1.05293315653576,1.05293315653576,"Climate",1.05293315653576,"BOTW",126379430226.706,3615420039697.72,3615420.03969772,19.5
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Animalia","Chordata","Aves","Acrocephalidae","GBIF:2493118","Find_Sci_Names","75985","m","U",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",4.7491,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Acrocephalus scirpaceus","Acrocephalus scirpaceus","25km","Acrocephalus scirpaceus_A181_P1","mat_gVelLat_25km",1.54217716752325,3.09903350676598,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",271000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",271,32.4,5,364.234,1,271,32.4,4.7491,1.26959236183839,1.54217716752325,1.54217716752325,"Climate",1.54217716752325,"IUCN",227453589580.308,41055653066180.9,41055653.0661809,21.3
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Dendrocopos_major","Dendrocopos_major","Dendrocopos_major","Animalia","Chordata","Aves","Picidae","GBIF:2477968","Find_Sci_Names","210420","m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",13.1512,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Dendrocopos major","Dendrocopos major","25km","Dendrocopos major_A181_P1","mat_gVelLat_25km",1.19800140731968,2.99989018697371,NA,"individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",56100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",56.1,5.875,5,365,1,56.1,5.875,13.1512,1.26959236183839,1.19800140731968,1.19800140731968,"Climate",1.19800140731968,"BOTW",227453589580.308,24413724286490.3,24413724.2864903,23.9
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Dendrocopos_major","Dendrocopos_major","Dendrocopos_major","Animalia","Chordata","Aves","Picidae","GBIF:2477968","Find_Sci_Names","210420","m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",13.1512,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Dendrocopos major","Dendrocopos major","25km","Dendrocopos major_A181_P1","mat_gVelLat_25km",1.19800140731968,2.99989018697371,NA,"individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",56100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",56.1,5.875,5,365,1,56.1,5.875,13.1512,1.26959236183839,1.19800140731968,1.19800140731968,"Climate",1.19800140731968,"BOTW",227453589580.308,24413724286490.3,24413724.2864903,23.9
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Emberiza_citrinella","Emberiza_citrinella","Emberiza_citrinella","Animalia","Chordata","Aves","Emberizidae","GBIF:2491534","Find_Sci_Names","39161.5","m","U",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",2.4476,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Emberiza citrinella","Emberiza citrinella","25km","Emberiza citrinella_A181_P1","mat_gVelLat_25km",1.16490951996207,2.98163419894015,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",36000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",36,2.026,5,364.234,1,36,2.026,2.4476,1.26959236183839,1.16490951996207,1.16490951996207,"Climate",1.16490951996207,"BOTW",227453589580.308,16427829180537.8,16427829.1805378,19.1
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Fulica_atra","Fulica_atra","Fulica_atra","Animalia","Chordata","Aves","Rallidae","GBIF:2474377","Find_Sci_Names","-45591","m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Contraction",-2.8494,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Fulica atra","Fulica atra","25km","Fulica atra_A181_P1","mat_gVelLat_25km",1.40576613888955,3.02847956476547,"Gruiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",79400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",79.4,20.5,5,365,1,79.4,20.5,-2.8494,1.26959236183839,1.40576613888955,1.40576613888955,"Climate",1.40576613888955,"IUCN",227453589580.308,40041045438841.1,40041045.4388411,57
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Gallinula_chloropus","Gallinula_chloropus","Gallinula_chloropus","Animalia","Chordata","Aves","Rallidae","GBIF:5228199","Find_Sci_Names","-28056","m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Contraction",-1.7535,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Gallinula chloropus","Gallinula chloropus","25km","Gallinula chloropus_A181_P1","mat_gVelLat_25km",1.30049706172593,3.22451260231155,"Gruiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",25100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",25.1,4.5,5,364.234,1,25.1,4.5,-1.7535,1.26959236183839,1.30049706172593,1.30049706172593,"Climate",1.30049706172593,"IUCN",227453589580.308,38968437430325.4,38968437.4303254,48.5
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Garrulus_glandarius","Garrulus_glandarius","Garrulus_glandarius","Animalia","Chordata","Aves","Corvidae","GBIF:5229493","Find_Sci_Names","157815","m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",9.8634,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Garrulus glandarius","Garrulus glandarius","25km","Garrulus glandarius_A181_P1","mat_gVelLat_25km",1.4061100597908,2.95006386023509,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",19000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",19,2.8,5,364.234,1,19,2.8,9.8634,1.26959236183839,1.4061100597908,1.4061100597908,"Climate",1.4061100597908,"BOTW",227453589580.308,19458203901424.9,19458203.9014249,39.1
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Phoenicurus_phoenicurus","Phoenicurus_phoenicurus","Phoenicurus_phoenicurus","Animalia","Chordata","Aves","Muscicapidae","GBIF:5739317","Find_Sci_Names","35070","m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",2.1919,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Phoenicurus phoenicurus","Phoenicurus phoenicurus","25km","Phoenicurus phoenicurus_A181_P1","mat_gVelLat_25km",1.20477779757217,3.30001788509228,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",36000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",36,12.2,3,364.234,1,36,12.2,2.1919,1.26959236183839,1.20477779757217,1.20477779757217,"Climate",1.20477779757217,"BOTW",227453589580.308,42756639097107.4,42756639.0971074,21.6
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Pica_pica","Pica_pica","Pica_pica","Animalia","Chordata","Aves","Corvidae","GBIF:5229490","Find_Sci_Names","72478","m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",4.5299,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Pica pica","Pica pica","25km","Pica pica_A181_P1","mat_gVelLat_25km",1.34608644374982,3.02442106783626,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",44300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",44.3,1.3,7,637.601,2,22.15,0.65,4.5299,1.26959236183839,1.34608644374982,1.34608644374982,"Climate",1.34608644374982,"BOTW",227453589580.308,31870223470485,31870223.470485,49.1
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Picus_viridis","Picus_viridis","Picus_viridis","Animalia","Chordata","Aves","Picidae","GBIF:2478523","Find_Sci_Names","66049","m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",4.1281,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Picus viridis","Picus viridis","25km","Picus viridis_A181_P1","mat_gVelLat_25km",1.43150101268011,2.9807931083913,"Piciformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",27800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",27.8,2.049,5,364.234,1,27.8,2.049,4.1281,1.26959236183839,1.43150101268011,1.43150101268011,"Climate",1.43150101268011,"BOTW",227453589580.308,5981746045340.84,5981746.04534084,29
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Sitta_europaea","Sitta_europaea","Sitta_europaea","Animalia","Chordata","Aves","Sittidae","GBIF:2484916","Find_Sci_Names","125668","m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",7.8543,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Sitta europaea","Sitta europaea","25km","Sitta europaea_A181_P1","mat_gVelLat_25km",1.77442806027256,3.26263411757818,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",24100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",24.1,1.4515,6,364.234,1,24.1,1.4515,7.8543,1.26959236183839,1.77442806027256,1.77442806027256,"Climate",1.77442806027256,"BOTW",227453589580.308,21575986153179.3,21575986.1531793,20.2
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Streptopelia_decaocto","Streptopelia_decaocto","Streptopelia_decaocto","Animalia","Chordata","Aves","Columbidae","GBIF:2495696","Find_Sci_Names","16366","m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",1.0229,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Streptopelia decaocto","Streptopelia decaocto","25km","Streptopelia decaocto_A181_P1","mat_gVelLat_25km",1.2079288629815,3.31691514238695,"Columbiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",59900,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",59.9,4.1,5,364.234,1,59.9,4.1,1.0229,1.26959236183839,1.2079288629815,1.2079288629815,"Climate",1.2079288629815,"BOTW",227453589580.308,19314230802186.6,19314230.8021866,20.8
"A181_P1",1.26959236183839,3.75359951805501,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Sylvia_atricapilla","Sylvia_atricapilla","Sylvia_atricapilla","Animalia","Chordata","Aves","Sylviidae","GBIF:2492956","Find_Sci_Names","67802","m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",4.2376,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","RESAMPLING(same)+DETECTABILITY","Peak density*exp(-2) or peak density*exp(-0.5) weighted latitude (unclear which)","","Sylvia atricapilla","Sylvia atricapilla","25km","Sylvia atricapilla_A181_P1","mat_gVelLat_25km",1.2671155491022,2.97951233948194,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",117000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",117,27.5,5,364.234,1,117,27.5,4.2376,1.26959236183839,1.2671155491022,1.2671155491022,"Climate",1.2671155491022,"BOTW",227453589580.308,21049205579532.4,21049205.5795324,20.8
"A187_P1",0.795867973841014,2.03365146839163,"A187","P1",187,NA,"Solow_al_2014_BL","10.1098/rsbl.2013.0808",54.0785,-2.63665,227453.59,1068.05,1749,0,1749,152.94,"Great Britain",NA,"Ter","LAT","LE","Carduelis_carduelis","Carduelis_carduelis","Carduelis_carduelis","Animalia","Chordata","Aves","Fringillidae","GBIF:2494686","Find_Sci_Names","129","km","Y",NA,NA,"Pgs. 2-3",1968,1970,1972,1988,1989.5,1991,20.5,"Expansion",6.2927,"km/year","large",2,"TWO","CensusPeriods","occurrence","MODEL","","","Carduelis carduelis","Carduelis carduelis","25km","Carduelis carduelis_A187_P1","mat_gVelLat_25km",0.795470274887109,1.74902399972611,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",52200,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",52.2,10.6,5,365,1,52.2,10.6,6.2927,0.795867973841014,0.795470274887109,0.795470274887109,"Climate",0.795470274887109,"IUCN",227453589580.308,15546243501366.2,15546243.5013662,14.7
"A214_P1",0.942828869532607,1.3730817070728,"A214","P1",214,NA,"Coristine_al_2015_EE","10.1002/ece3.1683",40.82978,-98.25898,9199076.56,2975.94,5044.43,0,5044.43,725.25,"North America",NA,"Ter","LAT","LE","Seiurus_motacilla","Parkesia_motacilla","Parkesia_motacilla","Animalia","Chordata","Aves","Parulidae","GBIF:6093862","Find_Sci_Names","-20.6478","km","U",NA,NA,"Data from author",1984,1986,1988,2002,2004,2006,19,"Contraction",-1.0867,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Average location of the 10 most poleward routes where species were observed","Mean of extremes","Parkesia motacilla","Parkesia motacilla","25km","Parkesia motacilla_A214_P1","mat_gVelLat_25km",1.04952465918549,1.00836540919514,"Passeriformes","natal dispersal","Robinson (1995)","Natal_dispersal_maximum_distance_(km)",4,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",4,4,2,365,1,4,4,-1.0867,0.942828869532607,1.04952465918549,1.04952465918549,"Climate",1.04952465918549,"IUCN",9199076555759.67,4813246080996.56,4813246.08099656,22.3
"A214_P1",0.942828869532607,1.3730817070728,"A214","P1",214,NA,"Coristine_al_2015_EE","10.1002/ece3.1683",40.82978,-98.25898,9199076.56,2975.94,5044.43,0,5044.43,725.25,"North America",NA,"Ter","LAT","LE","Passerina_cyanea","Passerina_cyanea","Passerina_cyanea","Animalia","Chordata","Aves","Cardinalidae","GBIF:2490327","Find_Sci_Names","68.7296","km","U",NA,NA,"Data from author",1984,1986,1988,2002,2004,2006,19,"Expansion",3.6173,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Average location of the 10 most poleward routes where species were observed","Mean of extremes","Passerina cyanea","Passerina cyanea","25km","Passerina cyanea_A214_P1","mat_gVelLat_25km",1.18025392284901,1.24150393724599,"Passeriformes","natal dispersal","Payne (1991)","Natal_dispersal_maximum_distance_(km)",470,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",470,470,2,365,1,470,470,3.6173,0.942828869532607,1.18025392284901,1.18025392284901,"Climate",1.18025392284901,"BOTW",9199076555759.67,7436442544657.54,7436442.54465754,17.2
"A214_P1",0.942828869532607,1.3730817070728,"A214","P1",214,NA,"Coristine_al_2015_EE","10.1002/ece3.1683",40.82978,-98.25898,9199076.56,2975.94,5044.43,0,5044.43,725.25,"North America",NA,"Ter","LAT","LE","Sitta_pusilla","Sitta_pusilla","Sitta_pusilla","Animalia","Chordata","Aves","Sittidae","GBIF:2484904","Find_Sci_Names","49.3854","km","U",NA,NA,"Data from author",1984,1986,1988,2002,2004,2006,19,"Expansion",2.5992,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Average location of the 10 most poleward routes where species were observed","Mean of extremes","Sitta pusilla","Sitta pusilla","25km","Sitta pusilla_A214_P1","mat_gVelLat_25km",0.93868604763009,0.803949845638659,"Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",3.532518744,"SingleObservation","km","Chu 2021",NA,"Aves","Unknown","natal dispersal",3.532518744,3.532518744,2,364.234,1,3.532518744,3.532518744,2.5992,0.942828869532607,0.93868604763009,0.93868604763009,"Climate",0.93868604763009,"BOTW",9199076555759.67,891316404876.013,891316.404876013,14.8
"A234_P1",1.45355564851042,1.39744980669468,"A234","P1",234,446,"Sittaro_al_2017_GCB","10.1111/gcb.13622",49.59843,-71.00026,780681.79,957.37,1543.79,0,1543.79,110.03,"Quebec, Canada","adult","Ter","LAT","LE","Acer_rubrum","Acer_rubrum","Acer_rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindaceae","GBIF:3189883","Find_Sci_Names","0.265","km/year","U",NA,NA,"Table (1)",1970,1974,1978,2000,2006,2012,33,"Expansion",0.265,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","95th percentile of latitudinal occurrence","Percentile","Acer rubrum","Acer rubrum","25km","Acer rubrum_A234_P1","mat_gVelLat_25km",0.66340548798342,0.770897247453202,"Sapindales","seed dispersal (field)","Higgins et al. 2003","Maximum_recorded_dispersal_distance_(m)",11371,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",11.371,0.314,9,3650,10,1.1371,0.0314,0.265,1.45355564851042,0.66340548798342,0.66340548798342,"Climate",0.66340548798342,"IUCN",780681785770.239,3248118398705.02,3248118.39870502,536.726423357664
"A234_P1",1.45355564851042,1.39744980669468,"A234","P1",234,446,"Sittaro_al_2017_GCB","10.1111/gcb.13622",49.59843,-71.00026,780681.79,957.37,1543.79,0,1543.79,110.03,"Quebec, Canada","adult","Ter","LAT","LE","Acer_saccharum","Acer_saccharum","Acer_saccharum","Plantae","Tracheophyta","Magnoliopsida","Sapindaceae","GBIF:3189859","Find_Sci_Names","0.108","km/year","U",NA,NA,"Table (1)",1970,1974,1978,2000,2006,2012,33,"Expansion",0.108,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","95th percentile of latitudinal occurrence","Percentile","Acer saccharum","Acer saccharum","25km","Acer saccharum_A234_P1","mat_gVelLat_25km",0.727943456098086,0.816664316688633,"Sapindales","seed/plant dispersal (unknown)","unpub.","Max Seed Dispersal Distance",200,"MaxDispersalDistance","m","TRY database",NA,"Plants","Max","seed dispersal",0.2,0.15,5,8030,22,0.00909090909090909,0.00681818181818182,0.108,1.45355564851042,0.727943456098086,0.00909090909090909,"Dispersal",NA,"IUCN",780681785770.239,2288450275377.92,2288450.27537792,270.322903645833
"A234_P1",1.45355564851042,1.39744980669468,"A234","P1",234,446,"Sittaro_al_2017_GCB","10.1111/gcb.13622",49.59843,-71.00026,780681.79,957.37,1543.79,0,1543.79,110.03,"Quebec, Canada","adult","Ter","LAT","LE","Betula_alleghaniensis","Betula_alleghaniensis","Betula_alleghaniensis","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:5331779","Find_Sci_Names","-0.046","km/year","U",NA,NA,"Table (1)",1970,1974,1978,2000,2006,2012,33,"Contraction",-0.046,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","95th percentile of latitudinal occurrence","Percentile","Betula alleghaniensis","Betula alleghaniensis","25km","Betula alleghaniensis_A234_P1","mat_gVelLat_25km",0.630722672014963,0.70921441852415,"Fagales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean",400,"MaxDispersalDistance","m","TRY database",NA,"Plants","Max","seed dispersal",0.4,0.2,7,14600,40,0.01,0.005,-0.046,1.45355564851042,0.630722672014963,0.01,"Dispersal",NA,"BIEN",780681785770.239,2316946588000.98,2316946.58800098,291.413229167411
